 406|Abomasnow|Calm|Lum Berry|Giga Drain|Ice Beam|Water Pulse|GrassWhistle|HP/SpA
542|Abomasnow|Bold|Big Root|Giga Drain|Sheer Cold|Ingrain|Leech Seed|HP/Def/SpD
678|Abomasnow|Quiet|Occa Berry|Energy Ball|Blizzard|Shadow Ball|Focus Blast|HP/SpA
814|Abomasnow|Brave|Shell Bell|Wood Hammer|Avalanche|Earthquake|Rock Slide|HP/Atk
374|Absol|Jolly|Chople Berry|Sucker Punch|Facade|Double Team|Taunt|Atk/Spe
510|Absol|Adamant|Quick Claw|Punishment|Swagger|Attract|Thunder Wave|HP/Atk
646|Absol|Jolly|Razor Claw|Night Slash|Psycho Cut|X-Scissor|Aerial Ace|Atk/Spe
782|Absol|Adamant|Choice Band|Night Slash|Superpower|Giga Impact|Zen Headbutt|Atk/Spe
443|Aerodactyl|Jolly|King's Rock|Rock Slide|Aerial Ace|Torment|Taunt|Atk/Spe
579|Aerodactyl|Jolly|Razor Fang|Bite|Fire Fang|Thunder Fang|Ice Fang|Atk/Spe
715|Aerodactyl|Adamant|Yache Berry|Giga Impact|Earthquake|Rock Slide|Crunch|Atk/Spe
851|Aerodactyl|Adamant|Choice Band|Stone Edge|Aerial Ace|Earthquake|Dragon Claw|Atk/Spe
463|Aggron|Adamant|Quick Claw|Iron Head|Rock Slide|Sandstorm|Screech|Atk/Def
599|Aggron|Adamant|Quick Claw|Metal Claw|Fire Punch|ThunderPunch|Ice Punch|Atk/Def
735|Aggron|Adamant|Muscle Band|Iron Tail|Dragon Rush|Avalanche|Aerial Ace|Atk/Def
871|Aggron|Adamant|Focus Sash|Metal Burst|Stone Edge|Earthquake|Shadow Claw|Atk/Def
105|Aipom|Adamant|Silk Scarf|Double Hit|U-turn|Thunder Wave|Fake Out|Atk/Spe
401|Alakazam|Timid|Brightpowder|Psychic|Shadow Ball|Calm Mind|Future Sight|SpA/Spe
537|Alakazam|Modest|Colbur Berry|Psychic|Focus Blast|Charge Beam|Recover|SpA/Spe
673|Alakazam|Timid|Wise Glasses|Psychic|Charge Beam|Signal Beam|Grass Knot|SpA/Spe
809|Alakazam|Modest|Expert Belt|Psychic|Shadow Ball|Energy Ball|Focus Blast|SpA/Spe
404|Altaria|Careful|Chesto Berry|Dragon Claw|Aerial Ace|Dragon Dance|Rest|Atk/SpD
540|Altaria|Modest|Shell Bell|Dragon Pulse|Ominous Wind|Sing|Perish Song|SpA/SpD
676|Altaria|Adamant|Brightpowder|Dragon Rush|Sky Attack|Earthquake|Dragon Dance|Atk/SpD
812|Altaria|Modest|White Herb|Draco Meteor|Air Cutter|Flamethrower|Ice Beam|SpA/Spe
393|Ambipom|Jolly|Muscle Band|Double Hit|Shadow Claw|Brick Break|Knock Off|Atk/Spe
529|Ambipom|Jolly|Metronome|Last Resort|Thunder Wave|Protect|Fake Out|Atk/Spe
665|Ambipom|Adamant|Life Orb|Double Hit|Gunk Shot|Seed Bomb|Aerial Ace|Atk/Spe
801|Ambipom|Adamant|Life Orb|Double Hit|Fire Punch|ThunderPunch|Ice Punch|Atk/Spe
420|Ampharos|Modest|Shuca Berry|Thunderbolt|Power Gem|Light Screen|Thunder Wave|SpA/SpD
556|Ampharos|Careful|Cheri Berry|ThunderPunch|Fire Punch|Focus Punch|Thunder Wave|Atk/SpD
692|Ampharos|Modest|Chesto Berry|Charge Beam|Hyper Beam|Thunder Wave|Rest|HP/SpA
828|Ampharos|Quiet|Zoom Lens|Thunder|Focus Blast|Signal Beam|Power Gem|HP/SpA
104|Anorith|Adamant|Metronome|Fury Cutter|Rock Blast|Metal Claw|Protect|Atk/Spe
194|Arbok|Adamant|Persim Berry|Poison Fang|Bite|Gastro Acid|Glare|HP/Atk
294|Arbok|Docile|Payapa Berry|Sludge Bomb|Mud Bomb|Crunch|Glare|Atk/SpA
480|Arcanine|Jolly|Lum Berry|Fire Fang|ExtremeSpeed|Crunch|Will-O-Wisp|Atk/Spe
616|Arcanine|Jolly|Salac Berry|Flare Blitz|Thunder Fang|Reversal|Endure|Atk/Spe
752|Arcanine|Modest|White Herb|Overheat|SolarBeam|Dragon Pulse|Sunny Day|SpA/Spe
888|Arcanine|Adamant|Focus Band|Flare Blitz|ExtremeSpeed|Crunch|Thunder Fang|Atk/Spe
130|Ariados|Adamant|SilverPowder|Bug Bite|Toxic|Shadow Sneak|Spider Web|HP/Atk
410|Armaldo|Adamant|Razor Claw|X-Scissor|Rock Slide|Earthquake|Iron Defense|Atk/SpD
546|Armaldo|Adamant|Scope Lens|Crush Claw|Aqua Tail|Aerial Ace|Swagger|Atk/SpD
682|Armaldo|Adamant|Choice Band|Stone Edge|Superpower|Earthquake|Giga Impact|Atk/Def
818|Armaldo|Adamant|Life Orb|Stone Edge|X-Scissor|Earthquake|Cross Poison|Atk/Def
74|Aron|Impish|Metal Coat|Metal Claw|Rock Tomb|Iron Defense|Protect|Atk/Def
895|Articuno|Docile|Icy Rock|Blizzard|Fly|Roost|Hail|Atk/SpA
909|Articuno|Brave|Wacan Berry|Avalanche|Aerial Ace|Facade|Reflect|Atk/Def
923|Articuno|Modest|Wise Glasses|Ice Beam|Signal Beam|Ominous Wind|Water Pulse|Def/SpA
937|Articuno|Modest|Charti Berry|Ice Beam|Air Cutter|AncientPower|Sheer Cold|SpA/SpD
150|Azumarill|Quiet|Pecha Berry|BubbleBeam|Rollout|Defense Curl|Tail Whip|SpA/SpD
38|Bagon|Naughty|Dragon Fang|DragonBreath|Headbutt|Brick Break|Scary Face|Atk/Def
36|Baltoy|Modest|Twisted Spoon|Psybeam|Mud-Slap|AncientPower|Light Screen|SpA/SpD
218|Banette|Adamant|Rawst Berry|Shadow Sneak|Knock Off|Will-O-Wisp|Spite|HP/Atk
318|Banette|Adamant|Colbur Berry|Shadow Claw|Faint Attack|Will-O-Wisp|Trick Room|HP/Atk
411|Bastiodon|Impish|Focus Band|Iron Head|Stone Edge|Swagger|Taunt|Def/SpD
547|Bastiodon|Modest|Persim Berry|AncientPower|Flamethrower|Thunderbolt|Ice Beam|HP/SpA
683|Bastiodon|Careful|Leftovers|Iron Head|Fissure|Double Team|Iron Defense|HP/SpD
819|Bastiodon|Adamant|Focus Sash|Metal Burst|Stone Edge|Avalanche|Curse|HP/Atk
154|Bayleef|Modest|Sitrus Berry|Magical Leaf|AncientPower|Safeguard|Light Screen|HP/SpA
254|Bayleef|Hardy|Chesto Berry|Giga Drain|Body Slam|GrassWhistle|Rest|Def/SpA/SpD
125|Beautifly|Modest|SilverPowder|Silver Wind|Air Cutter|Mega Drain|Attract|SpA/Spe
121|Beedrill|Jolly|Scope Lens|Twineedle|Toxic|Assurance|Agility|Atk/SpD
240|Bellossom|Modest|Petaya Berry|Magical Leaf|Acid|Tickle|Stun Spore|HP/SpA
340|Bellossom|Modest|Brightpowder|SolarBeam|Sludge Bomb|Sunny Day|Synthesis|HP/SpA
167|Bibarel|Docile|Chople Berry|Headbutt|Water Pulse|Quick Attack|Growl|Atk/SpA
267|Bibarel|Adamant|Shell Bell|Hyper Fang|Super Fang|Pluck|Attract|HP/Atk
19|Bidoof|Adamant|Silk Scarf|Headbutt|Pluck|Growl|Yawn|HP/Atk
353|Blastoise|Modest|Mystic Water|Hydro Pump|Signal Beam|Icy Wind|Mirror Coat|Def/SpA/SpD
489|Blastoise|Adamant|Shell Bell|Waterfall|Focus Punch|Double Team|Aqua Ring|HP/Atk
625|Blastoise|Adamant|Life Orb|Aqua Tail|Earthquake|Avalanche|Zen Headbutt|HP/Atk
761|Blastoise|Modest|Shell Bell|Hydro Cannon|Ice Beam|Hyper Beam|Focus Blast|HP/SpA
358|Blaziken|Adamant|Salac Berry|Blaze Kick|Reversal|Aerial Ace|Endure|Atk/Spe
494|Blaziken|Timid|Brightpowder|Blast Burn|Focus Blast|SolarBeam|Sunny Day|SpA/Spe
630|Blaziken|Adamant|Passho Berry|Blaze Kick|Earthquake|Shadow Claw|Stone Edge|Atk/Spe
766|Blaziken|Adamant|White Herb|Flare Blitz|Superpower|ThunderPunch|Night Slash|Atk/Spe
475|Blissey|Modest|Chople Berry|Hyper Beam|Shadow Ball|Water Pulse|Sing|HP/SpA
611|Blissey|Calm|Chesto Berry|Toxic|Double Team|Softboiled|Counter|HP/SpD
747|Blissey|Modest|Brightpowder|Flamethrower|Thunderbolt|Ice Beam|Calm Mind|HP/SpA
883|Blissey|Calm|Leftovers|Dream Eater|Sing|Softboiled|Counter|HP/SpD
25|Bonsly|Adamant|Rock Incense|Rock Slide|Low Kick|Copycat|Sandstorm|Atk/Def
371|Breloom|Impish|Focus Sash|Seed Bomb|Sky Uppercut|Rock Slide|Counter|Atk/Def
507|Breloom|Brave|Big Root|Drain Punch|Giga Drain|Synthesis|Leech Seed|Atk/SpA
643|Breloom|Adamant|Toxic Orb|DynamicPunch|ThunderPunch|Stone Edge|Facade|Atk/Def
779|Breloom|Adamant|Shell Bell|Focus Punch|Seed Bomb|Giga Impact|Spore|Atk/Def
431|Bronzong|Impish|King's Rock|Extrasensory|Iron Head|Rock Slide|Trick Room|Def/SpD
567|Bronzong|Calm|Lum Berry|Dream Eater|Hypnosis|Signal Beam|Trick Room|Def/SpD
703|Bronzong|Modest|Leftovers|Psychic|Shadow Ball|Charge Beam|Signal Beam|HP/SpA
839|Bronzong|Adamant|Quick Claw|Zen Headbutt|Iron Head|Earthquake|Explosion|HP/Atk
39|Bronzor|Brave|Odd Incense|Confusion|Gyro Ball|AncientPower|Imprison|Atk/SpA
22|Budew|Calm|Big Root|Mega Drain|Toxic|Growth|Worry Seed|SpA/SpD
77|Buizel|Jolly|Wave Incense|Aqua Jet|Quick Attack|Pursuit|Growl|Atk/Spe
1|Bulbasaur|Modest|Brightpowder|Magical Leaf|Toxic|Leech Seed|Sweet Scent|SpA/SpD
99|Buneary|Adamant|Black Belt|Dizzy Punch|Drain Punch|Quick Attack|Foresight|Atk/Spe
15|Burmy|Adamant|Sitrus Berry|Bug Bite|Tackle|Snore|Protect|HP/Atk
120|Butterfree|Modest|Pecha Berry|Silver Wind|Air Cutter|Psybeam|Tailwind|SpA/SpD
83|Cacnea|Adamant|Aspear Berry|Needle Arm|Faint Attack|Cotton Spore|GrassWhistle|HP/Atk
239|Cacturne|Adamant|Chople Berry|Bullet Seed|Faint Attack|Spikes|Ingrain|HP/Atk
339|Cacturne|Modest|Shell Bell|Giga Drain|Dark Pulse|Acid|Cotton Spore|HP/SpA
225|Camerupt|Brave|Focus Band|Magnitude|Will-O-Wisp|Rock Tomb|Amnesia|HP/Atk
325|Camerupt|Modest|Quick Claw|Earth Power|Eruption|AncientPower|Sandstorm|HP/SpA
211|Carnivine|Adamant|Miracle Seed|Razor Leaf|Bite|Sweet Scent|Ingrain|HP/Atk
311|Carnivine|Adamant|Occa Berry|Seed Bomb|Wring Out|Crunch|Ingrain|HP/Atk
45|Carvanha|Adamant|Cheri Berry|Aqua Jet|Bite|Scary Face|Swagger|HP/Atk
135|Castform|Timid|Persim Berry|Weather Ball|Sunny Day|Rain Dance|Hail|SpA/Spe
206|Chansey|Sassy|Sitrus Berry|Metronome|Refresh|Defense Curl|Minimize|HP/SpD
306|Chansey|Impish|Lucky Punch|Egg Bomb|Focus Punch|Sing|Softboiled|HP/SpD
352|Charizard|Modest|Petaya Berry|Flamethrower|Air Slash|SmokeScreen|Scary Face|SpA/Spe
488|Charizard|Modest|White Herb|Overheat|SolarBeam|Will-O-Wisp|Sunny Day|SpA/Spe
624|Charizard|Adamant|Scope Lens|Flare Blitz|Earthquake|Crunch|Dragon Claw|Atk/Spe
760|Charizard|Timid|Brightpowder|Blast Burn|Air Slash|Focus Blast|AncientPower|SpA/Spe
2|Charmander|Adamant|Scope Lens|Fire Fang|Metal Claw|SmokeScreen|Scary Face|Atk/Spe
152|Charmeleon|Naughty|Razor Claw|Fire Fang|Slash|SmokeScreen|Scary Face|Atk/Spe
252|Charmeleon|Bashful|Razor Claw|Flamethrower|Shadow Claw|Aerial Ace|SmokeScreen|Atk/Spe
141|Chatot|Calm|Persim Berry|Chatter|Swift|Sing|Mirror Move|SpD/Spe
174|Cherrim|Bold|Persim Berry|Magical Leaf|Leech Seed|GrassWhistle|Synthesis|SpD/Spe
274|Cherrim|Modest|Power Herb|SolarBeam|Leech Seed|Sunny Day|Synthesis|HP/SpA
21|Cherubi|Modest|Rose Incense|Magical Leaf|Toxic|Leech Seed|Helping Hand|SpA/SpD
4|Chikorita|Adamant|Lax Incense|Bullet Seed|Secret Power|Growl|Light Screen|HP/Atk
11|Chimchar|Adamant|Passho Berry|Flame Wheel|Facade|Leer|Fake Out|Atk/Spe
185|Chimecho|Calm|Pecha Berry|Psywave|Icy Wind|Heal Bell|Safeguard|SpA/SpD
285|Chimecho|Quiet|Twisted Spoon|Psychic|Shadow Ball|Hypnosis|Dream Eater|HP/SpA
69|Chinchou|Modest|Magnet|Shock Wave|BubbleBeam|Icy Wind|Thunder Wave|HP/SpA
23|Chingling|Modest|Twisted Spoon|Confusion|Swift|Disable|Growl|SpA/SpD
92|Clamperl|Bold|DeepSeaScale|Whirlpool|Toxic|Iron Defense|Protect|HP/Def
429|Claydol|Brave|Kasib Berry|Earthquake|Zen Headbutt|Grass Knot|Trick Room|Def/SpD
565|Claydol|Modest|Rindo Berry|Earth Power|AncientPower|Signal Beam|Shadow Ball|Def/SpA
701|Claydol|Modest|Wise Glasses|Earth Power|Psychic|Charge Beam|Ice Beam|SpA/SpD
837|Claydol|Adamant|Lax Incense|Earthquake|Zen Headbutt|Rock Slide|Explosion|Atk/SpD
237|Clefable|Bashful|Chesto Berry|Metronome|Double Team|Reflect|Follow Me|Def/SpD
337|Clefable|Adamant|Focus Band|Return|Meteor Mash|Zen Headbutt|Sing|HP/Atk
58|Clefairy|Adamant|Brightpowder|Wake-Up Slap|Follow Me|Encore|Sing|HP/Atk
250|Cloyster|Bold|NeverMeltIce|Aurora Beam|Water Pulse|Spikes|Supersonic|Def/SpA
350|Cloyster|Impish|Leftovers|Avalanche|Dive|Toxic|Protect|Atk/Def
18|Combee|Serious|SilverPowder|Bug Bite|Gust|Ominous Wind|Sweet Scent|Atk/SpA/Spe
158|Combusken|Adamant|Liechi Berry|Fire Punch|Double Kick|Quick Attack|Sand-Attack|HP/Atk
258|Combusken|Hardy|Scope Lens|Flamethrower|Sky Uppercut|Slash|Sand-Attack|Atk/SpA
47|Corphish|Brave|Pecha Berry|BubbleBeam|ViceGrip|Knock Off|Swagger|HP/SpA
115|Corsola|Modest|Focus Band|BubbleBeam|AncientPower|Mirror Coat|Barrier|SpA/SpD
409|Cradily|Impish|Razor Claw|AncientPower|Energy Ball|Confuse Ray|Sandstorm|HP/Def/SpD
545|Cradily|Impish|Leftovers|Toxic|Stockpile|Double Team|Ingrain|HP/Def/SpD
681|Cradily|Calm|Big Root|Giga Drain|Sludge Bomb|Recover|Ingrain|HP/Def/SpD
817|Cradily|Calm|Leftovers|Stone Edge|Seed Bomb|Earthquake|Mirror Coat|HP/Def/SpD
97|Cranidos|Careful|Rock Incense|Rock Tomb|Pursuit|Scary Face|Leer|Def/SpD
232|Crawdaunt|Modest|Persim Berry|BubbleBeam|Dark Pulse|Harden|Taunt|Def/SpA
332|Crawdaunt|Adamant|Quick Claw|Crabhammer|Crunch|X-Scissor|Swords Dance|Atk/Def
907|Cresselia|Bold|Heat Rock|Psychic|SolarBeam|Moonlight|Sunny Day|Def/SpD
921|Cresselia|Bold|Lum Berry|Psychic|Toxic|Double Team|Moonlight|HP/Def/SpD
935|Cresselia|Modest|Wise Glasses|Psychic|Shadow Ball|Energy Ball|Charge Beam|HP/SpA
949|Cresselia|Modest|Leftovers|Psychic|Ice Beam|Signal Beam|Moonlight|HP/Def/SpD
41|Croagunk|Adamant|Black Sludge|Poison Jab|Wake-Up Slap|Taunt|Swagger|HP/Atk
467|Crobat|Jolly|Payapa Berry|Cross Poison|Aerial Ace|Roost|Hypnosis|Atk/Spe
603|Crobat|Hardy|Razor Fang|Air Slash|Zen Headbutt|Bite|Twister|Atk/Spe
739|Crobat|Modest|King's Rock|Air Slash|Sludge Bomb|Heat Wave|Dark Pulse|SpA/Spe
875|Crobat|Adamant|Razor Claw|Cross Poison|Brave Bird|X-Scissor|Zen Headbutt|Atk/Spe
156|Croconaw|Serious|Scope Lens|Water Pulse|Slash|Bite|Scary Face|Atk/SpA
256|Croconaw|Adamant|Focus Band|Aqua Tail|Crunch|Rock Slide|Scary Face|Atk/Def
55|Cubone|Adamant|Soft Sand|Bone Club|Headbutt|Brick Break|Leer|Atk/Def
5|Cyndaquil|Adamant|Quick Claw|Flame Wheel|Double Kick|Swift|SmokeScreen|Atk/SpD
116|Delcatty|Adamant|Sitrus Berry|Secret Power|Faint Attack|Fake Out|Foresight|HP/Atk
71|Delibird|Adamant|NeverMeltIce|Present|Ice Ball|Aerial Ace|Hail|Atk/Spe
379|Dewgong|Careful|Razor Fang|Waterfall|Avalanche|Headbutt|Fake Out|Atk/SpD
515|Dewgong|Calm|Wacan Berry|Ice Beam|Signal Beam|Encore|Disable|SpA/SpD
651|Dewgong|Calm|Salac Berry|Sheer Cold|Horn Drill|Rest|Sleep Talk|HP/Def/SpD
787|Dewgong|Calm|Chesto Berry|Surf|Ice Beam|Signal Beam|Rest|SpA/SpD
223|Dodrio|Jolly|Aspear Berry|Pluck|Fury Attack|Growl|Acupressure|Atk/Spe
323|Dodrio|Jolly|King's Rock|Drill Peck|Frustration|Faint Attack|Acupressure|Atk/Spe
48|Doduo|Jolly|Liechi Berry|Aerial Ace|Quick Attack|Faint Attack|Acupressure|Atk/Spe
427|Donphan|Impish|Razor Claw|Earthquake|Rock Slide|Poison Jab|Sandstorm|Atk/Def
563|Donphan|Adamant|White Herb|Earthquake|Superpower|Gunk Shot|Counter|Atk/Def
699|Donphan|Brave|Lax Incense|Earthquake|Gyro Ball|Fire Fang|Thunder Fang|Atk/Def
835|Donphan|Adamant|Quick Claw|Earthquake|Stone Edge|Seed Bomb|Fissure|Atk/Def
175|Dragonair|Modest|Cheri Berry|DragonBreath|Water Pulse|Thunder Wave|Safeguard|SpA/SpD
275|Dragonair|Docile|Haban Berry|Dragon Pulse|Aqua Tail|Slam|Dragon Dance|Atk/SpA
481|Dragonite|Adamant|Lum Berry|Dragon Claw|Aerial Ace|Thunder Wave|Dragon Dance|Atk/SpD
617|Dragonite|Adamant|Razor Claw|Dragon Rush|Fire Punch|ThunderPunch|Ice Punch|Atk/Def
753|Dragonite|Modest|Expert Belt|Draco Meteor|Flamethrower|Thunderbolt|Surf|Def/SpA
889|Dragonite|Adamant|Choice Band|Outrage|Giga Impact|Earthquake|Superpower|Atk/SpD
432|Drapion|Adamant|Lum Berry|Poison Jab|Crunch|Aqua Tail|Acupressure|Atk/Def
568|Drapion|Adamant|Iron Ball|Payback|Poison Jab|Fling|Knock Off|Atk/Def
704|Drapion|Jolly|Scope Lens|Cross Poison|Fire Fang|Thunder Fang|Ice Fang|Atk/Spe
840|Drapion|Adamant|Razor Claw|Cross Poison|Night Slash|Earthquake|Aerial Ace|Atk/Spe
32|Dratini|Modest|Cheri Berry|Twister|Water Pulse|Thunder Wave|Supersonic|SpA/SpD
414|Drifblim|Modest|Salac Berry|Ominous Wind|Air Cutter|Baton Pass|Endure|HP/SpA
550|Drifblim|Adamant|Black Sludge|Payback|Facade|Will-O-Wisp|Trick|HP/Atk
686|Drifblim|Modest|Wise Glasses|Psychic|Thunderbolt|Icy Wind|Destiny Bond|HP/SpA
822|Drifblim|Docile|Lax Incense|Shadow Ball|Air Cutter|Silver Wind|Explosion|HP/Atk
94|Drifloon|Modest|Petaya Berry|Ominous Wind|Air Cutter|Icy Wind|Will-O-Wisp|HP/SpA
66|Drowzee|Modest|Rawst Berry|Psybeam|Assist|Disable|Barrier|SpA/SpD
363|Dugtrio|Jolly|Grip Claw|Earthquake|Rock Slide|Astonish|Sand Tomb|Atk/Spe
499|Dugtrio|Modest|Lax Incense|Earth Power|Sludge Bomb|Tri Attack|Sandstorm|SpA/Spe
635|Dugtrio|Jolly|Razor Claw|Fissure|Giga Impact|Aerial Ace|Night Slash|Atk/Spe
771|Dugtrio|Adamant|Muscle Band|Earthquake|Stone Edge|Slash|Shadow Claw|Atk/Spe
109|Dunsparce|Adamant|Razor Claw|Headbutt|Bite|Spite|Glare|HP/Atk
219|Dusclops|Impish|Rawst Berry|Shadow Sneak|Pain Split|Will-O-Wisp|Confuse Ray|Def/SpD
319|Dusclops|Impish|Colbur Berry|Shadow Punch|Payback|Brick Break|Confuse Ray|HP/Def/SpD
462|Dusknoir|Brave|Iron Ball|Shadow Punch|Fling|Will-O-Wisp|Trick Room|Atk/Def
598|Dusknoir|Careful|Leftovers|Curse|Pain Split|Confuse Ray|Attract|Def/SpD
734|Dusknoir|Adamant|Scope Lens|Shadow Punch|Fire Punch|ThunderPunch|Ice Punch|Atk/SpD
870|Dusknoir|Adamant|Muscle Band|Shadow Punch|Earthquake|Brick Break|Rock Slide|Def/SpD
27|Duskull|Adamant|Spell Tag|Shadow Sneak|Pain Split|Will-O-Wisp|Confuse Ray|Def/SpD
126|Dustox|Modest|SilverPowder|Silver Wind|Toxic|Psybeam|Whirlwind|SpA/SpD
64|Eevee|Jolly|Salac Berry|Take Down|Bite|Flail|Endure|Atk/Spe
245|Electabuzz|Timid|Lansat Berry|Shock Wave|Swift|Thunder Wave|Light Screen|SpA/Spe
345|Electabuzz|Modest|Brightpowder|Thunderbolt|Psychic|Focus Blast|Thunder Wave|SpA/Spe
477|Electivire|Jolly|Scope Lens|ThunderPunch|Cross Chop|Thunder Wave|Screech|Atk/Spe
613|Electivire|Quirky|Wide Lens|Thunder|DynamicPunch|Rock Slide|Iron Tail|Atk/SpA
749|Electivire|Modest|Wise Glasses|Thunderbolt|Psychic|Focus Blast|Signal Beam|SpA/Spe
885|Electivire|Adamant|Shuca Berry|ThunderPunch|Fire Punch|Ice Punch|Earthquake|Atk/Spe
386|Electrode|Modest|Chesto Berry|Thunderbolt|Swift|Thunder Wave|Light Screen|SpA/Spe
522|Electrode|Timid|Brightpowder|Charge Beam|Thunder Wave|Flash|Swagger|SpA/Spe
658|Electrode|Timid|Damp Rock|Thunder|Hyper Beam|Magnet Rise|Rain Dance|SpA/Spe
794|Electrode|Quirky|Focus Sash|Thunderbolt|Signal Beam|Explosion|Mirror Coat|SpA/Spe
106|Elekid|Jolly|Cheri Berry|ThunderPunch|Karate Chop|Quick Attack|Light Screen|Atk/Spe
362|Empoleon|Adamant|Razor Claw|Waterfall|Metal Claw|Brick Break|Knock Off|Atk/SpD
498|Empoleon|Adamant|Razor Claw|Drill Peck|Aqua Jet|Shadow Claw|Rock Slide|Atk/SpD
634|Empoleon|Brave|Quick Claw|Surf|Earthquake|Blizzard|Signal Beam|Atk/SpA
770|Empoleon|Brave|Quick Claw|Hydro Cannon|Flash Cannon|Drill Peck|Earthquake|Atk/SpA
899|Entei|Jolly|Shuca Berry|Fire Fang|Return|Roar|Reflect|Atk/Spe
913|Entei|Jolly|King's Rock|Fire Fang|Bite|Iron Head|Stone Edge|Atk/Spe
927|Entei|Modest|Shuca Berry|Fire Blast|SolarBeam|Hyper Beam|Sunny Day|SpA/Spe
941|Entei|Modest|Shuca Berry|Overheat|Extrasensory|Shadow Ball|Calm Mind|SpA/Spe
455|Espeon|Timid|Lum Berry|Psychic|Reflect|Calm Mind|Baton Pass|SpA/Spe
591|Espeon|Timid|Brightpowder|Psychic|Swift|Charm|Attract|SpA/Spe
727|Espeon|Modest|Lum Berry|Psychic|Shadow Ball|Hyper Beam|Grass Knot|SpA/Spe
863|Espeon|Modest|Wise Glasses|Psychic|Shadow Ball|Signal Beam|Morning Sun|SpA/Spe
63|Exeggcute|Modest|Odd Incense|Confusion|Grass Knot|Leech Seed|Light Screen|Def/SpA
449|Exeggutor|Modest|Brightpowder|SolarBeam|Psychic|Synthesis|Sunny Day|HP/SpA
585|Exeggutor|Modest|Lum Berry|Dream Eater|Hypnosis|Leech Seed|Ingrain|HP/SpA
721|Exeggutor|Brave|Focus Sash|Wood Hammer|Zen Headbutt|Trick Room|Explosion|HP/Atk
857|Exeggutor|Modest|Expert Belt|Leaf Storm|Psychic|Sludge Bomb|AncientPower|HP/SpA
389|Exploud|Modest|Chople Berry|Hyper Voice|Extrasensory|Water Pulse|Torment|HP/SpA
525|Exploud|Adamant|Life Orb|Facade|Fire Punch|ThunderPunch|Ice Punch|HP/Atk
661|Exploud|Adamant|Life Orb|Facade|Earthquake|Avalanche|Crunch|HP/Atk
797|Exploud|Modest|White Herb|Hyper Voice|Overheat|Surf|Ice Beam|HP/SpA
